一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
货运车辆,资质问题,货运车辆未办理道路运输证即上岗运输,《道路货物运输及站场管理规定》第五十九条第一款,"违反本规定，【取得道路货物运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输的】，由县级以上道路运输管理机构责令改正，处3000元以上1万元以下的罚款。
　　违反本规定，道路货物运输经营者不按照规定携带《道路运输证》的，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。","违法事实: 你单位被某区交通运输局行政执法人员进行了检查，现场人员是杨某，车辆所有人是你单位，该车装运混凝土，执法人员发现该车有道路货物运输经营者使用无道路运输证的车辆参加货物运输的违法嫌疑，依法就近引导至进行调查处理。执法人员根据现场情况制作了《现场笔录》。执法人员依法对邵某进行了询问并制作了《询问笔录》，同时还取得行驶证原件、营业执照复印件、道路运输经营许可证复印件、邵某身份证复印件、驾驶员身份证复印件、驾驶员驾驶证复印件、从业资格证复印件、现场笔录等相关证据。
处罚依据: 《道路货物运输及站场管理规定》第五十九条第一款之规定。
处罚决定：对你单位处责令改正并罚款人民币3500元整。
|违法事实: 2022年3月，区交通运输局行政执法人员对一辆半挂牵引车进行检查。经检查发现，该车辆所有人为乙公司。当日驾驶员蒋某驾驶该车从某地装载石子运到丙公司，驾驶员蒋某无法当场提供该半挂牵引车的道路运输证。执法人员依法取得现场笔录、现场照片、营业执照复印件、身份证复印件、道路运输经营许可证复印件、行驶证复印件、其它书证复印件、受委托人身份证复印件、受委托人驾驶证复印件、从业资格证复印件、授权委托书复印件、对蒋某的询问笔录等相关证据。
处罚依据: 《道路货物运输及站场管理规定》第五十九条第一款之规定。
处罚决定：责令改正并罚款人民币5000元整。",货运车辆未办理道路运输证即上岗运输，涉嫌无证运输。,责令改正|罚款,处3000元以上1万元以下的罚款,暂无,,
货运车辆,资质问题,无证经营危险货物运输,《中华人民共和国道路运输条例》第六十三条|《道路危险货物运输管理规定》第五十六条第(一)项,"违反本条例之规定。处罚决定：【未取得道路运输经营许可，擅自从事道路运输经营的】，由县级以上地方人民政府交通运输主管部门责令停止经营；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上10万元以下的罚款；构成犯罪的，依法追究刑事责任。|违反本规定，有下列情形之一的，由县级以上道路运输管理机构责令停止运输经营，有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上10万元以下的罚款；构成犯罪的，依法追究刑事责任：
　　（一）【未取得道路危险货物运输许可，擅自从事道路危险货物运输的】；
　　（二）使用失效、伪造、变造、被注销等无效道路危险货物运输许可证件从事道路危险货物运输的；
　　（三）超越许可事项，从事道路危险货物运输的；
　　（四）非经营性道路危险货物运输单位从事道路危险货物运输经营的。","违法事实:你单位驾驶员史某2022年驾驶轻型厢式货车，甲公司未取得道路危险货物运输许可证，该辆轻型厢式货车未取得危险货物运输道路运输证。
处罚依据: 《中华人民共和国道路运输条例》第六十三条、《道路危险货物运输管理规定》第五十六条之规定。
处罚决定：对你单位罚款人民币30000元整。
|违法事实：你单位在2021年某区交通运输局行政执法人员对你单位进行了检查，现场人员是李某，车辆所有人是乙公司。执法人员根据现场情况制作了《现场笔录》。经批准立案，执法人员依法对李某进行了询问并制作了《询问笔录》，同时还取得现场笔录、现场照片、查询记录、当事人驾驶证复印件、行驶证复印件、李某身份证复印件、驳货现场照片、查询记录、情况说明等相关证据。
处罚依据: 《中华人民共和国道路运输条例》第六十三条、《道路危险货物运输管理规定》第五十六条第(一)项之规定。
处罚决定：对你单位责令停止运输经营，罚款人民币18000元整。",未取得道路危险货物运输许可，擅自从事道路危险货物运输。,责令停止经营|没收违法所得|罚款|追究刑事责任,有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上10万元以下的罚款,【非法经营罪】,《中华人民共和国刑法》第二百二十五条,"违反国家规定，有下列非法经营行为之一，扰乱市场秩序，情节严重的，处五年以下有期徒刑或者拘役，并处或者单处违法所得一倍以上五倍以下罚金；情节特别严重的，处五年以上有期徒刑，并处违法所得一倍以上五倍以下罚金或者没收财产：
　　（一）未经许可经营法律、行政法规规定的专营、专卖物品或者其他限制买卖的物品的；
　　（二）买卖进出口许可证、进出口原产地证明以及其他法律、行政法规规定的经营许可证或者批准文件的；
　　（三）未经国家有关主管部门批准非法经营证券、期货、保险业务的，或者非法从事资金支付结算业务的；
　　（四）【其他严重扰乱市场秩序的非法经营行为】。"
货运车辆,营运问题,没有制作危险货物运单,《危险货物道路运输安全管理办法》第六十条第（二）项,"交通运输主管部门对危险货物承运人有下列情形之一的，应当责令改正，处2000元以上5000元以下的罚款：
（一）违反本办法第二十三条，未在罐式车辆罐体的适装介质列表范围内或者移动式压力容器使用登记证上限定的介质承运危险货物的；
（二）违反本办法第二十四条，【未按照规定制作危险货物运单或者保存期限不符合要求的】；
（三）违反本办法第二十五条，未按照要求对运输车辆、罐式车辆罐体、可移动罐柜、罐箱及设备进行检查和记录的。","违法事实: 2022年3月，我局执法人员接到危货物流管控系统派发的工单，发现一辆重型罐式半挂车/挂车装货打卡点坐标和电运单中装货地不一致，经核实该重型罐式半挂车/挂车车辆所有人是甲公司，当时驾驶员是牛某，该车从A市装载27.85吨丁二烯运到B市，根据电子运单跟踪显示实际装货打卡地是A市 ，但该车打卡坐标地是在B市，甲公司未按照规定制作危险货物运单。
处罚依据: 《危险货物道路运输安全管理办法》第六十条第（二）项之规定。
处罚决定：责令改正并罚款人民币3000元整。
|违法事实: 2022年1月，区交通运输局执法人员在对一辆重型栏板货车进行检查，现场驾驶员是肖某，车辆所有人是乙公司，该车经营范围为经营危险货物运输(2.1项、2.2项、2.3项、第3类、501项、第8类、危险废物)（剧毒化学物品除外）当时肖某驾驶乙公司所属的重型栏板货车，该车装载200升装液氮2瓶，50升装氩气24瓶，5公斤装乙炔2瓶，从C区运往D区，驾驶员无法当场出示液氮和乙炔的电子货物运单。乙公司承运人未按照规定制作危险货物运单。
处罚依据: 《危险货物道路运输安全管理办法》第六十条第（二）项之规定。
处罚决定：责令改正并罚款人民币2000元整。",危险货物承运人未按照规定制作危险货物运单或者运单保存期限不符合要求。,责令改正|罚款,处2000元以上5000元以下的罚款,暂无,,
货运车辆,营运问题,没有随车携带危险货物运单/安全卡,《危险货物道路运输安全管理办法》第六十一条第（一）项,"交通运输主管部门对危险货物道路运输车辆驾驶人具有下列情形之一的，应当责令改正，处1000元以上3000元以下的罚款：
（一）违反本办法第二十四条、第四十四条，【未按照规定随车携带危险货物运单、安全卡的】；
（二）违反本办法第四十七条，罐式车辆罐体、可移动罐柜、罐箱的关闭装置在运输过程中未处于关闭状态的。","违法事实: 2022年2月，本机关行政执法人员巡查时，发现一辆罐式货车装载盐酸行经高速收费站。执法人员引导车辆靠边停车接受检查，驾驶员罗某无法出示危险货物道路运输安全卡。对徐某进行了询问，并收集了其他相关证据。
处罚依据: 《危险货物道路运输安全管理办法》第六十一条第（一）项之规定。
处罚决定：责令改正并罚款人民币1000元整。
|违法事实: 2021年11月，区交通运输局执法人员在省道某路口处对一辆厢式货车进行检查。现场驾驶员是戴某，车辆所有人是甲公司，该车经营范围是经营性危险货运运输（6.1项、危险废品）(剧毒化学物品除外)。当时戴某驾驶甲公司所属的厢式货车，该车装载松香水，无尘纸等危险货物，当事人戴某不能当场出示该车的道路运输危险货物安全卡。
处罚依据: 《危险货物道路运输安全管理办法》第六十一条第（一）项之规定。
处罚决定：责令改正并罚款人民币1000元整。",危险货物道路运输车辆驾驶人未按照规定随车携带危险货物运单、安全卡。,责令改正|罚款,处1000元以上3000元以下的罚款,暂无,,
货运车辆,营运问题,年审到期未按规定维护和检测,《中华人民共和国道路运输条例》第七十条第一款,"违反本条例之规定。处罚决定：【客运经营者、货运经营者不按规定维护和检测运输车辆的】，由县级以上地方人民政府交通运输主管部门责令改正，处1000元以上5000元以下的罚款。
　　违反本条例之规定。处罚决定：客运经营者、货运经营者擅自改装已取得车辆营运证的车辆的，由县级以上地方人民政府交通运输主管部门责令改正，处5000元以上2万元以下的罚款。","违法事实：你单位在2018年一辆普通货车有违法嫌疑，于是联系该车所属公司接受检查。经检查相关证件，并对该公司委托人员刘某制作询问笔录后发现：甲公司的这辆普通货车未及时参与综合性能检测，该车综合性能检测报告已到期，违反《中华人民共和国道路运输条例》第三十条，货运经营者不按规定维护和检测运输车辆。
处罚依据：《中华人民共和国道路运输条例》第七十条第一款之规定。
处罚决定：对你单位处以罚款人民币1000元整。
|违法事实：你单位在2018年一辆自卸货车有违法嫌疑，于是联系你单位派人接受检查。经检查相关证件，并对受委托人唐某制作询问笔录后发现：乙公司所有车辆的其中一辆自卸货车未按规定进行检测，其年审有效期已截止，综合性能检测报告已过期，违反《中华人民共和国道路运输条例》第三十条，货运经营者不按规定维护和检测运输车辆。
处罚依据：《中华人民共和国道路运输条例》第七十条第一款之规定。
处罚决定：对你单位处以罚款人民币1000元整。",客运经营者、货运经营者不按规定维护和检测运输车辆。,责令改正|罚款,处1000元以上5000元以下的罚款,暂无,,
货运车辆,营运问题,货物在行驶途中脱落、扬撒,《中华人民共和国道路运输条例》第六十九条第（五）项|《道路货物运输及站场管理规定》第六十一条第（二）项,"违反本条例之规定。处罚决定：客运经营者、货运经营者有下列情形之一的，由县级以上地方人民政府交通运输主管部门责令改正，处1000元以上3000元以下的罚款；情节严重的，由原许可机关吊销道路运输经营许可证：
　　（一）不按批准的客运站点停靠或者不按规定的线路、公布的班次行驶的；
　　（二）强行招揽旅客、货物的；
　　（三）在旅客运输途中擅自变更运输车辆或者将旅客移交他人运输的；
　　（四）未报告原许可机关，擅自终止客运经营的；
　　（五）【没有采取必要措施防止货物脱落、扬撒等的】。|违反本规定，道路货物运输经营者有下列情形之一的，由县级以上道路运输管理机构责令改正，处1000元以上3000元以下的罚款；情节严重的，由原许可机关吊销道路运输经营许可证或者吊销其相应的经营范围：
（一）强行招揽货物的；
（二）【没有采取必要措施防止货物脱落、扬撒的】。","违法事实: 2022年3月，甲公司驾驶员姚某驾驶一辆自卸货车从某工地装运渣土前往码头，没有采取必要措施防止货物脱落，有沙子脱落。污染路面已清理干净。
处罚依据: 《中华人民共和国道路运输条例》第六十九条第（五）项、《道路货物运输及站场管理规定》第六十一条第（二）项之规定。
处罚决定：罚款人民币1000元整。
|违法事实: 2022年3月，区交通运输局执法人员在某村对一辆挂车进行检查。现场驾驶员是马某，车辆所有人是乙公司，该车经营范围为普通货运。当时马某驾驶乙公司所属的挂车，该车装载石子（带水泥）从石料场到某地，因车厢密闭不严，虽有篷布覆盖，但沿途仍有大量泥水滴落。
处罚依据: 《中华人民共和国道路运输条例》第六十九条第（五）项、《道路货物运输及站场管理规定》第六十一条第（二）项之规定。
处罚决定：责令改正并罚款人民币1000元整。",货运经营者没有采取必要措施防止货物脱落、扬撒。,责令改正|罚款|吊销许可证,处1000元以上3000元以下的罚款,暂无,,
货运车辆,营运问题,擅自改装车辆,《道路运输车辆技术管理规定》第三十一条第（二）项,"违反本规定，道路运输经营者有下列行为之一的，县级以上道路运输管理机构应当责令改正，给予警告；情节严重的，处以1000元以上5000元以下罚款：
（一）道路运输车辆技术状况未达到《道路运输车辆综合性能要求和检验方法》（GB18565）的；
（二）【使用报废、擅自改装、拼装、检测不合格以及其他不符合国家规定的车辆从事道路运输经营活动】的；
（三）未按照规定的周期和频次进行车辆综合性能检测和技术等级评定的；
（四）未建立道路运输车辆技术档案或者档案不符合规定的；
（五）未做好车辆维护记录的。","违法事实: 2022年1月，李某驾驶甲公司的挂车从某收费站上高速去拉石子，在某服务区西区被执法人员发现车厢拦板存在改装行为。经现场测量，该车车身侧面拦板为双层拦板，实际高度为1300mm，车尾拦板为双层拦板，实际高度为1300mm。该车行驶证及道路运输证显示为单层拦板，车辆注册登记高度为600mm。当事人擅自改装车辆(六轴)，使该车实际车身侧面拦板增加一层，货厢侧面拦板高度增加了700mm，车尾拦板高度增加了700mm拦板，加装拦板通过电镀焊接及螺栓与车体固定。已由交警执行罚款的行政处罚。当事人的行为属本省本年度初次被查。
处罚依据: 《道路运输车辆技术管理规定》第三十一条第（二）项之规定。
处罚决定：责令改正并警告。
|违法事实: 2022年1月，市交通运输局行政执法人员对一辆牵引车进行了检查，现场人员是郑某，车辆所有人是乙公司，该车装运石子，执法人员发现该车有使用擅自改装的车辆从事道路运输经营活动（处罚单位）的违法嫌疑，依法就近引导至进行调查处理。
处罚依据: 《道路运输车辆技术管理规定》第三十一条第（二）项之规定。
处罚决定：责令改正并罚款人民币1000元整。",客运经营者、货运经营者擅自改装已取得车辆营运证的车辆。,责令改正|警告|罚款,情节严重的，处以1000元以上5000元以下罚款,暂无,,
货运车辆,营运问题,未随车携带车辆营运证,《中华人民共和国道路运输条例》第六十八条|《浙江省道路运输条例》第七十八条|《道路货物运输及站场管理规定》第五十九条第二款,"违反本条例之规定。处罚决定：【客运经营者、货运经营者不按照规定携带车辆营运证的】，由县级以上地方人民政府交通运输主管部门责令改正，处警告或者20元以上200元以下的罚款。
|【道路运输经营者未按本条例规定随车携带车辆营运证、客运标志牌的】，由县级以上道路运输管理机构责令改正，处警告或者二十元以上二百元以下罚款。
|违反本规定，取得道路货物运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输的，由县级以上道路运输管理机构责令改正，处3000元以上1万元以下的罚款。
　　违反本规定，【道路货物运输经营者不按照规定携带《道路运输证》的】，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。","违法事实：你单位在2018年有一辆厢式货车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员徐某制作现场笔录后发现：该车驾驶员徐某驾驶厢式货车违反《中华人民共和国道路运输条例》第三十三条、《浙江省道路运输条例》第三十二条第一款、《道路货物运输及站场管理规定》第二十一条，货运经营者不按照规定携带车辆营运证。
处罚依据：《中华人民共和国道路运输条例》第六十八条、《浙江省道路运输条例》第七十八条、《道路货物运输及站场管理规定》第五十八条第二款 之规定。
处罚决定：对你单位处以罚款人民币50元整。
|违法事实：你单位2018年有一辆厢式货车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员王某制作现场笔录后发现：该车驾驶员驾驶厢式货车违反《中华人民共和国道路运输条例》第三十三条、《浙江省道路运输条例》第三十二条第一款、《道路货物运输及站场管理规定》第二十一条，货运经营者不按照规定携带车辆营运证。
处罚依据：《中华人民共和国道路运输条例》第六十八条、《浙江省道路运输条例》第七十八条、《道路货物运输及站场管理规定》第五十八条第二款 之规定。
处罚决定：对你单位处以罚款人民币100元整。",客运经营者、货运经营者不按照规定携带《道路运输证》等车辆营运证件。,责令改正|警告|罚款,处警告或者20元以上200元以下的罚款,暂无,,
货运车辆,营运问题,道路运输企业未有效执行交通违法动态信息处理制度,《道路运输车辆动态监督管理办法》第三十五条第（二）项,"违反本办法之规定。处罚决定：道路运输企业有下列情形之一的，由县级以上道路运输管理机构责令改正。拒不改正的，处1000元以上3000元以下罚款：
　　（一）道路运输企业未使用符合标准的监控平台、监控平台未接入联网联控系统、未按规定上传道路运输车辆动态信息的；
　　（二）【未建立或者未有效执行交通违法动态信息处理制度】、对驾驶员交通违法处理率低于90%的；
　　（三）未按规定配备专职监控人员，或者监控人员未有效履行监控职责的。","违法事实：你单位所属的客车存在严重超速现象；几辆客车存在严重疲劳驾驶现象；某客车凌晨2-5时运行次数7，但是接驳记录条数只有3，接驳记录次数少于凌晨2-5时接驳次数，该公司制定了车辆动态监控制度，但是未有效执行，因违反《道路运输车辆动态监督管理办法》第三十六条第（二）项，道路运输企业未有效执行交通违法动态信息处理制度被我执法人员查获。
处罚依据：《道路运输车辆动态监督管理办法》第三十六条第（二）项之规定。
处罚决定：对你单位处以罚款人民币8000元整。
|违法事实：你单位动态监控记录不全，抽查动态监控数据发现4月份共有8辆车存在超速行驶情况，违反《道路运输车辆动态监督管理办法》第三十六条第（二）项，道路运输企业未有效执行交通违法动态信息处理制度。
处罚依据：《道路运输车辆动态监督管理办法》第三十六条第（二）项 之规定。
处罚决定：对你单位处以罚款人民币3500元整。",道路运输企业未建立或者未有效执行交通违法动态信息处理制度。,责令改正|罚款,拒不改正的，处1000元以上3000元以下罚款,暂无,,
货运车辆,营运问题,没有配备专职监控人员，或者监控人员未有效履行监控职责,《道路运输车辆动态监督管理办法》第三十五条第（三）项,"违反本办法之规定。处罚决定：道路运输企业有下列情形之一的，由县级以上道路运输管理机构责令改正。拒不改正的，处1000元以上3000元以下罚款：
　　（一）道路运输企业未使用符合标准的监控平台、监控平台未接入联网联控系统、未按规定上传道路运输车辆动态信息的；
　　（二）未建立或者未有效执行交通违法动态信息处理制度、对驾驶员交通违法处理率低于90%的；
　　（三）【未按规定配备专职监控人员，或者监控人员未有效履行监控职责的】。","违法事实：你单位存在8辆车未上传车辆动态信息，经查由于该公司两名GPS监控员工作失职，未及时发现车辆动态数据未上传的情况，因违反《道路运输车辆动态监督管理办法》第十五条，道路运输企业未按规定上传道路运输车辆动态信息。
处罚依据：《道路运输车辆动态监督管理办法》第三十六条第（一）项 之规定。
处罚决定：对你单位处以罚款人民币3000元整。
|违法事实: 你单位未发现事故车辆的GPS离线情况，未及时纠正上传车辆动态监控信息，未按规定教育处理动态监控人员。执法人员依法取得动态监控员询问笔录原件、GPS离线监控截图原件、动态监控记录1原件、动态监控记录2原件等相关证据。
处罚依据: 《道路运输车辆动态监督管理办法》第三十六条第（一）项之规定。
处罚决定：对你单位处责令改正并罚款人民币5000元整。",道路运输企业未按规定配备专职监控人员，或者监控人员未有效履行监控职责。,责令改正|罚款,拒不改正的，处1000元以上3000元以下罚款,暂无,,
货运车辆,营运问题,不按规定悬挂、标明运输标志,《道路货物运输及站场管理规定》第六十五条第（二）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令限期整改，整改不合格的，予以通报：
（一）没有按照国家有关规定在货运车辆上安装符合标准的具有行驶记录功能的卫星定位装置的；
（二）【大型物件运输车辆不按规定悬挂、标明运输标志的】；
（三）发生公共突发性事件，不接受当地政府统一调度安排的；
（四）因配载造成超限、超载的；
（五）运输没有限运证明物资的；
（六）未查验禁运、限运物资证明，配载禁运、限运物资的。",暂无,大型物件运输车辆不按规定悬挂、标明运输标志。,责令整改|通报批评,暂无,暂无,,
货运车辆,营运问题,不接受当地政府统一调度安排,《道路货物运输及站场管理规定》第六十五条第（三）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令限期整改，整改不合格的，予以通报：
（一）没有按照国家有关规定在货运车辆上安装符合标准的具有行驶记录功能的卫星定位装置的；
（二）大型物件运输车辆不按规定悬挂、标明运输标志的；
（三）【发生公共突发性事件，不接受当地政府统一调度安排的】；
（四）因配载造成超限、超载的；
（五）运输没有限运证明物资的；
（六）未查验禁运、限运物资证明，配载禁运、限运物资的。",暂无,发生公共突发性事件，货物运输经营者不接受当地政府统一调度安排。,责令整改|通报批评,暂无,暂无,,
货运车辆,营运问题,运输物资没有限运证明,《道路货物运输及站场管理规定》第六十五条第（五）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令限期整改，整改不合格的，予以通报：
（一）没有按照国家有关规定在货运车辆上安装符合标准的具有行驶记录功能的卫星定位装置的；
（二）大型物件运输车辆不按规定悬挂、标明运输标志的；
（三）发生公共突发性事件，不接受当地政府统一调度安排的；
（四）因配载造成超限、超载的；
（五）【运输没有限运证明物资的】；
（六）未查验禁运、限运物资证明，配载禁运、限运物资的。",暂无,货运车辆运输没有限运证明的物资。,责令整改|通报批评,暂无,暂无,,
货运车辆,营运问题,配载禁运、限运物资,《道路货物运输及站场管理规定》第六十五条第（六）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令限期整改，整改不合格的，予以通报：
（一）没有按照国家有关规定在货运车辆上安装符合标准的具有行驶记录功能的卫星定位装置的；
（二）大型物件运输车辆不按规定悬挂、标明运输标志的；
（三）发生公共突发性事件，不接受当地政府统一调度安排的；
（四）因配载造成超限、超载的；
（五）运输没有限运证明物资的；
（六）【未查验禁运、限运物资证明，配载禁运、限运物资的】。",暂无,货运车辆未查验禁运、限运物资证明，配载禁运、限运物资。,责令整改|通报批评,暂无,暂无,,
货运车辆,营运问题,道路运输企业未及时上传车辆动态信息,《道路运输车辆动态监督管理办法》第三十五条第（一）项,"违反本办法之规定。处罚决定：道路运输企业有下列情形之一的，由县级以上道路运输管理机构责令改正。拒不改正的，处1000元以上3000元以下罚款：
　　（一）道路运输企业未使用符合标准的监控平台、监控平台未接入联网联控系统、【未按规定上传道路运输车辆动态信息的】；
　　（二）未建立或者未有效执行交通违法动态信息处理制度、对驾驶员交通违法处理率低于90%的；
　　（三）未按规定配备专职监控人员，或者监控人员未有效履行监控职责的。","违法事实：2019年08月，市道路运输管理局执法人员在综合监管平台发现甲公司客运车辆连续7天有2天及以上有卡口数据无卫星定位数据，经调查：甲公司违反《道路运输车辆动态监督管理办法》第十五条，道路运输企业未按规定上传道路运输车辆动态信息。
处罚依据：《道路运输车辆动态监督管理办法》第三十六条第（一）项之规定。
处罚决定：处以罚款人民币7000元整，责令改正。
|违法事实：2018年10月，市交通运输局执法人员发现乙公司某车辆的电子路单信息为：04日在A机场油库装货，04日在B机场卸货 ，但是有电子路单，无gps记录。经调查：乙公司的该牵引车违反《道路运输车辆动态监督管理办法》第十五条，道路运输企业未按规定上传道路运输车辆动态信息。
处罚依据：《道路运输车辆动态监督管理办法》第三十六条第（一）项之规定。
处罚决定：处以罚款人民币3000元整，责令改正。",道路运输企业未使用符合标准的监控平台、监控平台未接入联网联控系统、未按规定上传道路运输车辆动态信息。,责令改正|罚款,拒不改正的，处1000元以上3000元以下罚款,暂无,,
货运车辆,营运问题,伪造、篡改、删除车辆动态监控数据,《道路运输车辆动态监督管理办法》第三十七条,违反本办法之规定。处罚决定：【道路运输企业或者提供道路运输车辆动态监控社会化服务的单位伪造、篡改、删除车辆动态监控数据的】，由县级以上道路运输管理机构责令改正，处500元以上2000元以下罚款。,"违法事实：2021年4月，区交通运输局执法人员对甲公司检查，在对甲公司台账检查时发现该公司车辆动态监控台账和实际不符，其行为系伪造车辆动态监控数据。
处罚依据：《道路运输车辆动态监督管理办法》第二十九条之规定。
处罚决定：责令改正并罚款人民币2600元整。
|违法事实: 2021年4月，区交通运输局行政执法人员进行了检查，发现乙公司有篡改车辆动态监控数据的违法行为。执法人员依法取得对张某的询问笔录、营业执照复印件、道路运输经营许可证复印件、法人身份证复印件、现场照片、安全管理监督检查记录复印件等相关证据。
处罚依据: 《道路运输车辆动态监督管理办法》第三十八条第（二）项之规定。
处罚决定：责令改正并罚款人民币2600元整。",道路运输企业或者提供道路运输车辆动态监控社会化服务的单位伪造、篡改、删除车辆动态监控数据。,责令改正|罚款,处500元以上2000元以下罚款,暂无,,
货运车辆,营运问题,超限/超载运输,《浙江省公路条例》第五十三条第一款第（三）项|《超限运输车辆行驶公路管理规定》第三十六条第一款,"货运车辆违反本条例第三十四条第一款规定超限运输的，由设区的市、县（市、区）交通运输主管部门按照下列规定处理：
（一） 车货总质量未超过最高限值百分之二十的，给予批评教育，可以不予处罚；
（二） 车货总质量超过最高限值百分之二十以上百分之五十以下的，对百分之二十以上百分之五十以下的部分，处每吨三百元罚款；
（三） 【车货总质量超过最高限值百分之五十的，对百分之二十以上百分之五十以下的部分，处每吨三百元罚款；对超过百分之五十的部分，处每吨五百元罚款。最高不得超过三万元】。
对卸载在固定超限运输检测站点的超限货物，当事人应当自卸载之日起十日内领取。逾期不领取的，经再次通知限期领取后仍不领取的，设区的市、县（市、区）交通运输主管部门可以采取依法拍卖、变卖、清理等方式予以处置。拍卖、变卖所得扣除合理支出后上缴国库。
|经检测认定违法超限运输的，【公路管理机构应当责令当事人自行采取卸载等措施，消除违法状态】；当事人自行消除违法状态确有困难的，可以委托第三人或者公路管理机构协助消除违法状态。
属于载运不可解体物品，在接受调查处理完毕后，需要继续行驶公路的，应当依法申请公路超限运输许可。","违法事实: 2021年9月，当事人驾驶一辆自卸货车（4轴）行经某地时，经车辆超限运输检测技术监控设备检测，车货总质量50.91吨。依据《超限运输车辆行驶公路管理规定》第三条第一款第(六)项之规定。认定该车车货总质量超限19.91吨。
处罚依据: 《超限运输车辆行驶公路管理规定》第三十六条第一款、《浙江省公路条例》第五十三条第一款第（三）项之规定。
处罚决定：罚款人民币4995元整的行政处罚。",货运车辆因配载造成超限、超载运输。,罚款|责令整改|通报批评|消除违法状态,车货总质量超过最高限值百分之五十的，对百分之二十以上百分之五十以下的部分，处每吨三百元罚款；对超过百分之五十的部分，处每吨五百元罚款。最高不得超过三万元,暂无,,
货运车辆,营运问题,道路运输车辆定位装置故障/不能即时传递定位信息,《道路运输车辆动态监督管理办法》第三十六条,违反本办法之规定。处罚决定：【道路运输经营者使用卫星定位装置不能保持在线的运输车辆从事经营活动的】，由县级以上道路运输管理机构对其进行教育并责令改正，拒不改正或者改正后再次发生同类违反规定情形的，处200元以上800元以下罚款,"违法事实: 2021年11月，本机关行政执法人员通过道路运输行业综合监管平台发现：甲公司所属车辆有卡口数据但无卫星定位数据，执法人员开具责令整改通知书，要求企业立即整改，保证所有车辆营运状态下卫星定位装置在线。后执法人员再次发现：甲公司所属车辆有卡口数据但无卫星定位数据。执法人员依法对沈某进行了询问并制作了《询问笔录》，同时还取得工单、责令整改通知书原件、营业执照原件、道路运输经营许可证原件、法定代表人身份证影印件等相关证据。
处罚依据: 《道路运输车辆动态监督管理办法》第三十七条之规定。
处罚决定：责令改正并罚款人民币800元整。
|违法事实: 2021年12月，市交通运输局执法人员通过客运监测系统排查企业异常时，发现乙公司的普通客车在机场主线卡口无卫星定位数据，当时该车辆从事包车业务。经核查，乙公司的另一辆客运车从事包车业务，也出现有卡口无卫星定位数据的工单，执法人员上门检查后已开具责令改正通知书。
处罚依据: 《道路运输车辆动态监督管理办法》第三十七条之规定。
处罚决定：责令改正并罚款人民币800元整。",道路运输经营者使用卫星定位装置不能保持在线的运输车辆从事经营活动。,责令改正|罚款,拒不改正或者改正后再次发生同类违反规定情形的，处200元以上800元以下罚款,暂无,,
